transaction_id,injected_error_type,true_label,true_expected_net,true_explanation
TXN100611,MISSING_SETTLEMENT,EXCEPTION,32891.07,Settlement record missing entirely.
TXN100612,CLEAN,MATCH,52621.69,"Clean transaction, no discrepancy."
TXN100613,CLEAN,MATCH,43520.03,"Clean transaction, no discrepancy."
TXN100614,BANK_AMOUNT_MISMATCH,EXCEPTION,13850.91,Bank credited 13676.3 instead of the settled net 13850.91.
TXN100615,CLEAN,MATCH,36322.19,"Clean transaction, no discrepancy."
TXN100616,LEDGER_MISMATCH,EXCEPTION,29027.83,Merchant ledger booked 29249.61 instead of the settled net 29027.83.
TXN100617,IDENTITY_NOISE,MATCH,3643.64,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100618,CLEAN,MATCH,50230.04,"Clean transaction, no discrepancy."
TXN100619,MISSING_SETTLEMENT,EXCEPTION,40440.27,Settlement record missing entirely.
TXN100620,CLEAN,MATCH,19504.84,"Clean transaction, no discrepancy."
TXN100621,CLEAN,MATCH,16194.3,"Clean transaction, no discrepancy."
TXN100622,AMOUNT_MISMATCH,EXCEPTION,25236.06,Unexplained settlement drift of 388.49 not attributable to fee/tax.
TXN100623,CLEAN,MATCH,10987.32,"Clean transaction, no discrepancy."
TXN100624,IDENTITY_NOISE,MATCH,42605.19,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100625,AMOUNT_MISMATCH,EXCEPTION,47091.89,Unexplained settlement drift of -412.55 not attributable to fee/tax.
TXN100626,BANK_AMOUNT_MISMATCH,EXCEPTION,58481.24,Bank credited 58718.13 instead of the settled net 58481.24.
TXN100627,CLEAN,MATCH,33049.94,"Clean transaction, no discrepancy."
TXN100628,PARTIAL_SETTLEMENT,EXCEPTION,3986.63,Only part of the settlement amount was paid out; remainder unexplained.
TXN100629,IDENTITY_NOISE,MATCH,15545.8,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100630,CLEAN,MATCH,7490.19,"Clean transaction, no discrepancy."
TXN100631,CLEAN,MATCH,21057.29,"Clean transaction, no discrepancy."
TXN100632,CLEAN,MATCH,35963.25,"Clean transaction, no discrepancy."
TXN100633,CLEAN,MATCH,24939.59,"Clean transaction, no discrepancy."
TXN100634,CLEAN,MATCH,9955.92,"Clean transaction, no discrepancy."
TXN100635,AMOUNT_MISMATCH,EXCEPTION,35555.1,Unexplained settlement drift of 449.46 not attributable to fee/tax.
TXN100636,BANK_AMOUNT_MISMATCH,EXCEPTION,10154.67,Bank credited 10459.39 instead of the settled net 10154.67.
TXN100637,FEE_MISMATCH,EXCEPTION,23617.51,Applied fee 715.5 does not match configured fee schedule (429.41).
TXN100638,CLEAN,MATCH,45197.25,"Clean transaction, no discrepancy."
TXN100639,CLEAN,MATCH,5400.66,"Clean transaction, no discrepancy."
TXN100640,CLEAN,MATCH,26157.88,"Clean transaction, no discrepancy."
TXN100641,MISSING_BANK_CREDIT,EXCEPTION,2523.92,Settlement was booked but no corresponding bank credit was ever received.
TXN100642,CLEAN,MATCH,32262.53,"Clean transaction, no discrepancy."
TXN100643,CLEAN,MATCH,37327.59,"Clean transaction, no discrepancy."
TXN100644,MISSING_BANK_CREDIT,EXCEPTION,28408.21,Settlement was booked but no corresponding bank credit was ever received.
TXN100645,MISSING_BANK_CREDIT,EXCEPTION,24382.36,Settlement was booked but no corresponding bank credit was ever received.
TXN100646,CLEAN,MATCH,20520.88,"Clean transaction, no discrepancy."
TXN100647,IDENTITY_NOISE,MATCH,17977.08,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100648,MISSING_BANK_CREDIT,EXCEPTION,24490.92,Settlement was booked but no corresponding bank credit was ever received.
TXN100649,CLEAN,MATCH,42134.82,"Clean transaction, no discrepancy."
TXN100650,CLEAN,MATCH,5075.19,"Clean transaction, no discrepancy."
TXN100651,FEE_MISMATCH,EXCEPTION,38050.15,Applied fee 1046.3 does not match configured fee schedule (875.46).
TXN100652,FEE_MISMATCH,EXCEPTION,17358.5,Applied fee 531.51 does not match configured fee schedule (315.61).
TXN100653,DATE_ANOMALY_BAD,EXCEPTION,19180.93,Settlement delayed far beyond normal processing window; requires review.
TXN100654,CLEAN,MATCH,16973.74,"Clean transaction, no discrepancy."
TXN100655,CLEAN,MATCH,5747.65,"Clean transaction, no discrepancy."
TXN100656,CLEAN,MATCH,18495.97,"Clean transaction, no discrepancy."
TXN100657,PARTIAL_SETTLEMENT,EXCEPTION,5137.62,Only part of the settlement amount was paid out; remainder unexplained.
TXN100658,CLEAN,MATCH,11087.4,"Clean transaction, no discrepancy."
TXN100659,AMOUNT_MISMATCH,EXCEPTION,22920.65,Unexplained settlement drift of -381.93 not attributable to fee/tax.
TXN100660,CLEAN,MATCH,30938.94,"Clean transaction, no discrepancy."
TXN100661,CLEAN,MATCH,9681.76,"Clean transaction, no discrepancy."
TXN100662,BANK_AMOUNT_MISMATCH,EXCEPTION,28363.12,Bank credited 28186.97 instead of the settled net 28363.12.
TXN100663,CLEAN,MATCH,14277.47,"Clean transaction, no discrepancy."
TXN100664,TAX_RECORD_MISSING,EXCEPTION,34356.69,No separate tax record was filed for this transaction (compliance gap).
TXN100665,CLEAN,MATCH,40676.41,"Clean transaction, no discrepancy."
TXN100666,CLEAN,MATCH,29609.93,"Clean transaction, no discrepancy."
TXN100667,CLEAN,MATCH,21104.15,"Clean transaction, no discrepancy."
TXN100668,CLEAN,MATCH,28906.48,"Clean transaction, no discrepancy."
TXN100669,CLEAN,MATCH,43290.98,"Clean transaction, no discrepancy."
TXN100670,DATE_ANOMALY_NORMAL,MATCH,15092.63,Settlement delayed by a few days; within normal processing window.
TXN100671,CLEAN,MATCH,11564.52,"Clean transaction, no discrepancy."
TXN100672,CLEAN,MATCH,16559.17,"Clean transaction, no discrepancy."
TXN100673,AMOUNT_MISMATCH,EXCEPTION,26666.25,Unexplained settlement drift of -215.2 not attributable to fee/tax.
TXN100674,CLEAN,MATCH,51920.55,"Clean transaction, no discrepancy."
TXN100675,CLEAN,MATCH,42283.3,"Clean transaction, no discrepancy."
TXN100676,MISSING_SETTLEMENT,EXCEPTION,36199.19,Settlement record missing entirely.
TXN100677,CLEAN,MATCH,6114.82,"Clean transaction, no discrepancy."
TXN100678,DUPLICATE,EXCEPTION,12205.09,Duplicate payment record for same transaction.
TXN100679,AMOUNT_MISMATCH,EXCEPTION,38522.3,Unexplained settlement drift of 365.59 not attributable to fee/tax.
TXN100680,MISSING_SETTLEMENT,EXCEPTION,35812.34,Settlement record missing entirely.
TXN100681,MISSING_BANK_CREDIT,EXCEPTION,27837.69,Settlement was booked but no corresponding bank credit was ever received.
TXN100682,CLEAN,MATCH,46529.33,"Clean transaction, no discrepancy."
TXN100683,AMOUNT_MISMATCH,EXCEPTION,49244.75,Unexplained settlement drift of -482.26 not attributable to fee/tax.
TXN100684,CLEAN,MATCH,11434.97,"Clean transaction, no discrepancy."
TXN100685,CLEAN,MATCH,43621.47,"Clean transaction, no discrepancy."
TXN100686,CLEAN,MATCH,51526.63,"Clean transaction, no discrepancy."
TXN100687,CLEAN,MATCH,38603.89,"Clean transaction, no discrepancy."
TXN100688,DUPLICATE,EXCEPTION,32375.04,Duplicate payment record for same transaction.
TXN100689,CLEAN,MATCH,35756.52,"Clean transaction, no discrepancy."
TXN100690,CLEAN,MATCH,21341.11,"Clean transaction, no discrepancy."
TXN100691,AMOUNT_MISMATCH,EXCEPTION,57494.04,Unexplained settlement drift of 282.92 not attributable to fee/tax.
TXN100692,CLEAN,MATCH,13012.39,"Clean transaction, no discrepancy."
TXN100693,CLEAN,MATCH,2695.75,"Clean transaction, no discrepancy."
TXN100694,MISSING_SETTLEMENT,EXCEPTION,52058.21,Settlement record missing entirely.
TXN100695,PARTIAL_SETTLEMENT,EXCEPTION,33822.14,Only part of the settlement amount was paid out; remainder unexplained.
TXN100696,CLEAN,MATCH,28931.73,"Clean transaction, no discrepancy."
TXN100697,CLEAN,MATCH,42868.98,"Clean transaction, no discrepancy."
TXN100698,CLEAN,MATCH,20656.45,"Clean transaction, no discrepancy."
TXN100699,CLEAN,MATCH,37248.88,"Clean transaction, no discrepancy."
TXN100700,TAX_MISMATCH,EXCEPTION,19004.57,Applied GST 32.59 does not match expected GST (75.47).
TXN100701,CLEAN,MATCH,39554.18,"Clean transaction, no discrepancy."
TXN100702,DUPLICATE,EXCEPTION,25668.41,Duplicate payment record for same transaction.
TXN100703,DATE_ANOMALY_NORMAL,MATCH,28293.16,Settlement delayed by a few days; within normal processing window.
TXN100704,CLEAN,MATCH,29496.41,"Clean transaction, no discrepancy."
TXN100705,CLEAN,MATCH,23564.88,"Clean transaction, no discrepancy."
TXN100706,CLEAN,MATCH,4666.15,"Clean transaction, no discrepancy."
TXN100707,CLEAN,MATCH,39738.35,"Clean transaction, no discrepancy."
TXN100708,DATE_ANOMALY_BAD,EXCEPTION,20459.05,Settlement delayed far beyond normal processing window; requires review.
TXN100709,DATE_ANOMALY_BAD,EXCEPTION,36868.38,Settlement delayed far beyond normal processing window; requires review.
TXN100710,CLEAN,MATCH,44627.68,"Clean transaction, no discrepancy."
TXN100711,CLEAN,MATCH,51094.54,"Clean transaction, no discrepancy."
TXN100712,CLEAN,MATCH,26557.63,"Clean transaction, no discrepancy."
TXN100713,CLEAN,MATCH,32342.22,"Clean transaction, no discrepancy."
TXN100714,CLEAN,MATCH,22327.27,"Clean transaction, no discrepancy."
TXN100715,IDENTITY_NOISE,MATCH,16957.1,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100716,CLEAN,MATCH,23197.88,"Clean transaction, no discrepancy."
TXN100717,DUPLICATE,EXCEPTION,1605.64,Duplicate payment record for same transaction.
TXN100718,CLEAN,MATCH,53300.41,"Clean transaction, no discrepancy."
TXN100719,CLEAN,MATCH,12074.02,"Clean transaction, no discrepancy."
TXN100720,CLEAN,MATCH,54251.18,"Clean transaction, no discrepancy."
TXN100721,CLEAN,MATCH,1559.69,"Clean transaction, no discrepancy."
TXN100722,DATE_ANOMALY_NORMAL,MATCH,58548.75,Settlement delayed by a few days; within normal processing window.
TXN100723,LEDGER_MISMATCH,EXCEPTION,51964.8,Merchant ledger booked 51582.61 instead of the settled net 51964.8.
TXN100724,CLEAN,MATCH,38465.09,"Clean transaction, no discrepancy."
TXN100725,CLEAN,MATCH,14378.13,"Clean transaction, no discrepancy."
TXN100726,CLEAN,MATCH,32142.31,"Clean transaction, no discrepancy."
TXN100727,CLEAN,MATCH,18488.73,"Clean transaction, no discrepancy."
TXN100728,MISSING_BANK_CREDIT,EXCEPTION,18983.73,Settlement was booked but no corresponding bank credit was ever received.
TXN100729,CLEAN,MATCH,49153.78,"Clean transaction, no discrepancy."
TXN100730,CLEAN,MATCH,56058.26,"Clean transaction, no discrepancy."
TXN100731,TAX_MISMATCH,EXCEPTION,45872.74,Applied GST 117.2 does not match expected GST (150.13).
TXN100732,CLEAN,MATCH,35253.13,"Clean transaction, no discrepancy."
TXN100733,CLEAN,MATCH,40696.17,"Clean transaction, no discrepancy."
TXN100734,IDENTITY_NOISE,MATCH,11152.14,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100735,CLEAN,MATCH,13679.85,"Clean transaction, no discrepancy."
TXN100736,CLEAN,MATCH,43764.18,"Clean transaction, no discrepancy."
TXN100737,CLEAN,MATCH,51110.89,"Clean transaction, no discrepancy."
TXN100738,CLEAN,MATCH,25413.09,"Clean transaction, no discrepancy."
TXN100739,CLEAN,MATCH,35838.42,"Clean transaction, no discrepancy."
TXN100740,AMOUNT_MISMATCH,EXCEPTION,26876.62,Unexplained settlement drift of 283.42 not attributable to fee/tax.
TXN100741,DUPLICATE,EXCEPTION,11495.86,Duplicate payment record for same transaction.
TXN100742,MISSING_BANK_CREDIT,EXCEPTION,10204.82,Settlement was booked but no corresponding bank credit was ever received.
TXN100743,CLEAN,MATCH,48936.94,"Clean transaction, no discrepancy."
TXN100744,AMOUNT_MISMATCH,EXCEPTION,45850.79,Unexplained settlement drift of 226.88 not attributable to fee/tax.
TXN100745,CLEAN,MATCH,26916.52,"Clean transaction, no discrepancy."
TXN100746,CLEAN,MATCH,40585.6,"Clean transaction, no discrepancy."
TXN100747,CLEAN,MATCH,41752.83,"Clean transaction, no discrepancy."
TXN100748,CLEAN,MATCH,22547.63,"Clean transaction, no discrepancy."
TXN100749,CLEAN,MATCH,9933.26,"Clean transaction, no discrepancy."
TXN100750,MISSING_BANK_CREDIT,EXCEPTION,18416.34,Settlement was booked but no corresponding bank credit was ever received.
TXN100751,FEE_MISMATCH,EXCEPTION,52988.98,Applied fee 1042.6 does not match configured fee schedule (825.64).
TXN100752,AMOUNT_MISMATCH,EXCEPTION,29538.04,Unexplained settlement drift of 413.35 not attributable to fee/tax.
TXN100753,CLEAN,MATCH,26975.63,"Clean transaction, no discrepancy."
TXN100754,CLEAN,MATCH,51913.53,"Clean transaction, no discrepancy."
TXN100755,FEE_MISMATCH,EXCEPTION,11205.27,Applied fee 404.84 does not match configured fee schedule (248.06).
TXN100756,CLEAN,MATCH,19667.16,"Clean transaction, no discrepancy."
TXN100757,CLEAN,MATCH,9887.32,"Clean transaction, no discrepancy."
TXN100758,MISSING_BANK_CREDIT,EXCEPTION,44233.63,Settlement was booked but no corresponding bank credit was ever received.
TXN100759,BANK_AMOUNT_MISMATCH,EXCEPTION,21852.9,Bank credited 21537.45 instead of the settled net 21852.9.
TXN100760,TAX_MISMATCH,EXCEPTION,7597.39,Applied GST 0 does not match expected GST (24.86).
TXN100761,BANK_AMOUNT_MISMATCH,EXCEPTION,36167.92,Bank credited 35862.52 instead of the settled net 36167.92.
TXN100762,CLEAN,MATCH,35684.59,"Clean transaction, no discrepancy."
TXN100763,CLEAN,MATCH,36272.05,"Clean transaction, no discrepancy."
TXN100764,CLEAN,MATCH,47657.57,"Clean transaction, no discrepancy."
TXN100765,CLEAN,MATCH,7340.73,"Clean transaction, no discrepancy."
TXN100766,CLEAN,MATCH,24420.68,"Clean transaction, no discrepancy."
TXN100767,CLEAN,MATCH,37639.28,"Clean transaction, no discrepancy."
TXN100768,CLEAN,MATCH,29837.94,"Clean transaction, no discrepancy."
TXN100769,DUPLICATE,EXCEPTION,23445.88,Duplicate payment record for same transaction.
TXN100770,AMOUNT_MISMATCH,EXCEPTION,19756.35,Unexplained settlement drift of 265.6 not attributable to fee/tax.
TXN100771,LEDGER_MISMATCH,EXCEPTION,9556.74,Merchant ledger booked 9920.32 instead of the settled net 9556.74.
TXN100772,DATE_ANOMALY_NORMAL,MATCH,33212.38,Settlement delayed by a few days; within normal processing window.
TXN100773,CLEAN,MATCH,4325.47,"Clean transaction, no discrepancy."
TXN100774,FEE_MISMATCH,EXCEPTION,36706.1,Applied fee 1121.13 does not match configured fee schedule (907.88).
TXN100775,CLEAN,MATCH,41340.95,"Clean transaction, no discrepancy."
TXN100776,AMOUNT_MISMATCH,EXCEPTION,5498.82,Unexplained settlement drift of 253.36 not attributable to fee/tax.
TXN100777,CLEAN,MATCH,7027.0,"Clean transaction, no discrepancy."
TXN100778,CLEAN,MATCH,46826.48,"Clean transaction, no discrepancy."
TXN100779,CLEAN,MATCH,43247.3,"Clean transaction, no discrepancy."
TXN100780,CLEAN,MATCH,48525.07,"Clean transaction, no discrepancy."
TXN100781,CLEAN,MATCH,27127.24,"Clean transaction, no discrepancy."
TXN100782,CLEAN,MATCH,40332.34,"Clean transaction, no discrepancy."
TXN100783,DUPLICATE,EXCEPTION,6464.72,Duplicate payment record for same transaction.
TXN100784,CLEAN,MATCH,19194.73,"Clean transaction, no discrepancy."
TXN100785,MISSING_SETTLEMENT,EXCEPTION,39667.39,Settlement record missing entirely.
TXN100786,CLEAN,MATCH,1382.35,"Clean transaction, no discrepancy."
TXN100787,CLEAN,MATCH,32115.15,"Clean transaction, no discrepancy."
TXN100788,CLEAN,MATCH,33741.86,"Clean transaction, no discrepancy."
TXN100789,CLEAN,MATCH,3446.3,"Clean transaction, no discrepancy."
TXN100790,FEE_MISMATCH,EXCEPTION,22903.09,Applied fee 523.08 does not match configured fee schedule (356.86).
TXN100791,CLEAN,MATCH,18599.14,"Clean transaction, no discrepancy."
TXN100792,AMOUNT_MISMATCH,EXCEPTION,33634.33,Unexplained settlement drift of 260.72 not attributable to fee/tax.
TXN100793,DATE_ANOMALY_BAD,EXCEPTION,14011.88,Settlement delayed far beyond normal processing window; requires review.
TXN100794,CLEAN,MATCH,11081.84,"Clean transaction, no discrepancy."
TXN100795,CLEAN,MATCH,4276.03,"Clean transaction, no discrepancy."
TXN100796,MISSING_SETTLEMENT,EXCEPTION,16931.06,Settlement record missing entirely.
TXN100797,CLEAN,MATCH,24193.5,"Clean transaction, no discrepancy."
TXN100798,FEE_MISMATCH,EXCEPTION,31347.3,Applied fee 892.2 does not match configured fee schedule (721.24).
TXN100799,CLEAN,MATCH,57218.95,"Clean transaction, no discrepancy."
TXN100800,CLEAN,MATCH,45830.59,"Clean transaction, no discrepancy."
TXN100801,CLEAN,MATCH,39086.84,"Clean transaction, no discrepancy."
TXN100802,TAX_MISMATCH,EXCEPTION,35088.57,Applied GST 39.55 does not match expected GST (98.41).
TXN100803,DUPLICATE,EXCEPTION,55858.53,Duplicate payment record for same transaction.
TXN100804,CLEAN,MATCH,29141.14,"Clean transaction, no discrepancy."
TXN100805,CLEAN,MATCH,44393.63,"Clean transaction, no discrepancy."
TXN100806,TAX_MISMATCH,EXCEPTION,36073.6,Applied GST 126.22 does not match expected GST (160.62).
TXN100807,CLEAN,MATCH,53693.1,"Clean transaction, no discrepancy."
TXN100808,CLEAN,MATCH,35949.95,"Clean transaction, no discrepancy."
TXN100809,DUPLICATE,EXCEPTION,21899.02,Duplicate payment record for same transaction.
TXN100810,CLEAN,MATCH,50810.06,"Clean transaction, no discrepancy."
TXN100811,CLEAN,MATCH,41748.24,"Clean transaction, no discrepancy."
TXN100812,DATE_ANOMALY_NORMAL,MATCH,28150.88,Settlement delayed by a few days; within normal processing window.
TXN100813,AMOUNT_MISMATCH,EXCEPTION,17293.0,Unexplained settlement drift of -55.22 not attributable to fee/tax.
TXN100814,BANK_AMOUNT_MISMATCH,EXCEPTION,56854.99,Bank credited 56953.02 instead of the settled net 56854.99.
TXN100815,CLEAN,MATCH,26958.08,"Clean transaction, no discrepancy."
TXN100816,CLEAN,MATCH,13573.2,"Clean transaction, no discrepancy."
TXN100817,TAX_MISMATCH,EXCEPTION,42001.61,Applied GST 47.87 does not match expected GST (132.73).
TXN100818,IDENTITY_NOISE,MATCH,57220.12,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100819,CLEAN,MATCH,56634.5,"Clean transaction, no discrepancy."
TXN100820,CLEAN,MATCH,30666.13,"Clean transaction, no discrepancy."
TXN100821,CLEAN,MATCH,37305.12,"Clean transaction, no discrepancy."
TXN100822,MISSING_SETTLEMENT,EXCEPTION,52890.7,Settlement record missing entirely.
TXN100823,DATE_ANOMALY_NORMAL,MATCH,33994.92,Settlement delayed by a few days; within normal processing window.
TXN100824,CLEAN,MATCH,2547.26,"Clean transaction, no discrepancy."
TXN100825,CLEAN,MATCH,36982.84,"Clean transaction, no discrepancy."
TXN100826,CLEAN,MATCH,47343.93,"Clean transaction, no discrepancy."
TXN100827,DUPLICATE,EXCEPTION,7900.61,Duplicate payment record for same transaction.
TXN100828,CLEAN,MATCH,16429.37,"Clean transaction, no discrepancy."
TXN100829,MISSING_SETTLEMENT,EXCEPTION,38885.49,Settlement record missing entirely.
TXN100830,DATE_ANOMALY_BAD,EXCEPTION,11041.03,Settlement delayed far beyond normal processing window; requires review.
TXN100831,CLEAN,MATCH,49280.75,"Clean transaction, no discrepancy."
TXN100832,PARTIAL_SETTLEMENT,EXCEPTION,12771.96,Only part of the settlement amount was paid out; remainder unexplained.
TXN100833,MISSING_BANK_CREDIT,EXCEPTION,27518.49,Settlement was booked but no corresponding bank credit was ever received.
TXN100834,CLEAN,MATCH,40001.89,"Clean transaction, no discrepancy."
TXN100835,CLEAN,MATCH,1165.94,"Clean transaction, no discrepancy."
TXN100836,CLEAN,MATCH,6131.91,"Clean transaction, no discrepancy."
TXN100837,CLEAN,MATCH,19890.54,"Clean transaction, no discrepancy."
TXN100838,CLEAN,MATCH,45624.11,"Clean transaction, no discrepancy."
TXN100839,TAX_MISMATCH,EXCEPTION,39774.07,Applied GST 101.86 does not match expected GST (160.19).
TXN100840,LEDGER_MISMATCH,EXCEPTION,1189.82,Merchant ledger booked 1276.19 instead of the settled net 1189.82.
TXN100841,CLEAN,MATCH,15078.44,"Clean transaction, no discrepancy."
TXN100842,AMOUNT_MISMATCH,EXCEPTION,54915.99,Unexplained settlement drift of -337.14 not attributable to fee/tax.
TXN100843,CLEAN,MATCH,38434.03,"Clean transaction, no discrepancy."
TXN100844,CLEAN,MATCH,15246.37,"Clean transaction, no discrepancy."
TXN100845,CLEAN,MATCH,45053.68,"Clean transaction, no discrepancy."
TXN100846,AMOUNT_MISMATCH,EXCEPTION,45502.42,Unexplained settlement drift of -199.69 not attributable to fee/tax.
TXN100847,MISSING_SETTLEMENT,EXCEPTION,26153.1,Settlement record missing entirely.
TXN100848,MISSING_BANK_CREDIT,EXCEPTION,38089.06,Settlement was booked but no corresponding bank credit was ever received.
TXN100849,CLEAN,MATCH,36279.41,"Clean transaction, no discrepancy."
TXN100850,CLEAN,MATCH,4714.16,"Clean transaction, no discrepancy."
TXN100851,CLEAN,MATCH,52480.5,"Clean transaction, no discrepancy."
TXN100852,CLEAN,MATCH,39030.5,"Clean transaction, no discrepancy."
TXN100853,CLEAN,MATCH,30375.94,"Clean transaction, no discrepancy."
TXN100854,CLEAN,MATCH,32048.42,"Clean transaction, no discrepancy."
TXN100855,CLEAN,MATCH,19816.45,"Clean transaction, no discrepancy."
TXN100856,AMOUNT_MISMATCH,EXCEPTION,31479.12,Unexplained settlement drift of 428.53 not attributable to fee/tax.
TXN100857,CLEAN,MATCH,32787.84,"Clean transaction, no discrepancy."
TXN100858,BANK_AMOUNT_MISMATCH,EXCEPTION,52315.13,Bank credited 52139.39 instead of the settled net 52315.13.
TXN100859,FEE_MISMATCH,EXCEPTION,8647.46,Applied fee 390.16 does not match configured fee schedule (151.82).
TXN100860,CLEAN,MATCH,23182.4,"Clean transaction, no discrepancy."
TXN100861,IDENTITY_NOISE,MATCH,56916.85,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100862,MISSING_SETTLEMENT,EXCEPTION,24003.46,Settlement record missing entirely.
TXN100863,CLEAN,MATCH,43655.93,"Clean transaction, no discrepancy."
TXN100864,MISSING_BANK_CREDIT,EXCEPTION,38657.8,Settlement was booked but no corresponding bank credit was ever received.
TXN100865,AMOUNT_MISMATCH,EXCEPTION,1326.28,Unexplained settlement drift of -457.1 not attributable to fee/tax.
TXN100866,FEE_MISMATCH,EXCEPTION,48271.6,Applied fee 941.5 does not match configured fee schedule (752.13).
TXN100867,CLEAN,MATCH,47491.81,"Clean transaction, no discrepancy."
TXN100868,CLEAN,MATCH,7489.99,"Clean transaction, no discrepancy."
TXN100869,TAX_MISMATCH,EXCEPTION,45038.52,Applied GST 98.84 does not match expected GST (142.33).
TXN100870,CLEAN,MATCH,44616.99,"Clean transaction, no discrepancy."
TXN100871,FEE_MISMATCH,EXCEPTION,14709.58,Applied fee 352.79 does not match configured fee schedule (243.45).
TXN100872,CLEAN,MATCH,1399.97,"Clean transaction, no discrepancy."
TXN100873,PARTIAL_SETTLEMENT,EXCEPTION,54437.22,Only part of the settlement amount was paid out; remainder unexplained.
TXN100874,IDENTITY_NOISE,MATCH,12498.39,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100875,CLEAN,MATCH,55173.33,"Clean transaction, no discrepancy."
TXN100876,CLEAN,MATCH,36218.42,"Clean transaction, no discrepancy."
TXN100877,IDENTITY_NOISE,MATCH,744.25,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100878,CLEAN,MATCH,50499.16,"Clean transaction, no discrepancy."
TXN100879,TAX_RECORD_MISSING,EXCEPTION,16603.42,No separate tax record was filed for this transaction (compliance gap).
TXN100880,CLEAN,MATCH,10779.15,"Clean transaction, no discrepancy."
TXN100881,AMOUNT_MISMATCH,EXCEPTION,12627.75,Unexplained settlement drift of 327.57 not attributable to fee/tax.
TXN100882,CLEAN,MATCH,54124.66,"Clean transaction, no discrepancy."
TXN100883,BANK_AMOUNT_MISMATCH,EXCEPTION,4630.99,Bank credited 4836.68 instead of the settled net 4630.99.
TXN100884,MISSING_SETTLEMENT,EXCEPTION,13823.77,Settlement record missing entirely.
TXN100885,BANK_AMOUNT_MISMATCH,EXCEPTION,43494.94,Bank credited 43132.96 instead of the settled net 43494.94.
TXN100886,LEDGER_MISMATCH,EXCEPTION,52131.15,Merchant ledger booked 52505.91 instead of the settled net 52131.15.
TXN100887,CLEAN,MATCH,8394.43,"Clean transaction, no discrepancy."
TXN100888,CLEAN,MATCH,20069.76,"Clean transaction, no discrepancy."
TXN100889,CLEAN,MATCH,8393.95,"Clean transaction, no discrepancy."
TXN100890,CLEAN,MATCH,13231.93,"Clean transaction, no discrepancy."
TXN100891,FEE_MISMATCH,EXCEPTION,5530.64,Applied fee 366.78 does not match configured fee schedule (97.1).
TXN100892,CLEAN,MATCH,16783.74,"Clean transaction, no discrepancy."
TXN100893,CLEAN,MATCH,25660.29,"Clean transaction, no discrepancy."
TXN100894,CLEAN,MATCH,57156.18,"Clean transaction, no discrepancy."
TXN100895,CLEAN,MATCH,31190.51,"Clean transaction, no discrepancy."
TXN100896,CLEAN,MATCH,14526.65,"Clean transaction, no discrepancy."
TXN100897,CLEAN,MATCH,21366.72,"Clean transaction, no discrepancy."
TXN100898,AMOUNT_MISMATCH,EXCEPTION,39545.47,Unexplained settlement drift of -256.68 not attributable to fee/tax.
TXN100899,DATE_ANOMALY_BAD,EXCEPTION,51411.82,Settlement delayed far beyond normal processing window; requires review.
TXN100900,TAX_MISMATCH,EXCEPTION,50385.06,Applied GST 116.94 does not match expected GST (199.48).
TXN100901,CLEAN,MATCH,25158.15,"Clean transaction, no discrepancy."
TXN100902,IDENTITY_NOISE,MATCH,36741.56,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100903,AMOUNT_MISMATCH,EXCEPTION,6920.8,Unexplained settlement drift of 328.61 not attributable to fee/tax.
TXN100904,CLEAN,MATCH,33253.7,"Clean transaction, no discrepancy."
TXN100905,IDENTITY_NOISE,MATCH,38411.55,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100906,CLEAN,MATCH,52539.8,"Clean transaction, no discrepancy."
TXN100907,BANK_AMOUNT_MISMATCH,EXCEPTION,4160.27,Bank credited 3940.09 instead of the settled net 4160.27.
TXN100908,MISSING_BANK_CREDIT,EXCEPTION,36738.13,Settlement was booked but no corresponding bank credit was ever received.
TXN100909,CLEAN,MATCH,23316.9,"Clean transaction, no discrepancy."
TXN100910,CLEAN,MATCH,16563.23,"Clean transaction, no discrepancy."
TXN100911,CLEAN,MATCH,17488.11,"Clean transaction, no discrepancy."
TXN100912,CLEAN,MATCH,26144.86,"Clean transaction, no discrepancy."
TXN100913,IDENTITY_NOISE,MATCH,1778.48,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100914,TAX_MISMATCH,EXCEPTION,38501.19,Applied GST 93.53 does not match expected GST (155.07).
TXN100915,DATE_ANOMALY_NORMAL,MATCH,18238.16,Settlement delayed by a few days; within normal processing window.
TXN100916,DUPLICATE,EXCEPTION,22197.74,Duplicate payment record for same transaction.
TXN100917,CLEAN,MATCH,26897.38,"Clean transaction, no discrepancy."
TXN100918,MISSING_SETTLEMENT,EXCEPTION,57179.01,Settlement record missing entirely.
TXN100919,DUPLICATE,EXCEPTION,58121.38,Duplicate payment record for same transaction.
